user_id,event_timestamp,first_purchase_time,cohort_week,lifetime_weeks,product_id
ffd11729-f3b3-4993-acce-c41e4115df46,2023-03-17 15:19:45,2023-03-17 15:19:45,2023-03-12,0,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-03-24 15:22:40,2023-03-17 15:19:45,2023-03-12,1,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-03-31 15:20:53,2023-03-17 15:19:45,2023-03-12,2,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-04-07 15:20:39,2023-03-17 15:19:45,2023-03-12,3,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-04-14 15:20:51,2023-03-17 15:19:45,2023-03-12,4,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-04-21 21:19:52,2023-03-17 15:19:45,2023-03-12,5,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-04-28 15:20:12,2023-03-17 15:19:45,2023-03-12,6,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-05-05 15:19:42,2023-03-17 15:19:45,2023-03-12,7,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-05-12 15:19:53,2023-03-17 15:19:45,2023-03-12,8,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-05-19 15:19:47,2023-03-17 15:19:45,2023-03-12,9,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-05-26 21:20:08,2023-03-17 15:19:45,2023-03-12,10,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-06-02 15:20:36,2023-03-17 15:19:45,2023-03-12,11,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-06-09 15:20:02,2023-03-17 15:19:45,2023-03-12,12,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-06-16 15:21:37,2023-03-17 15:19:45,2023-03-12,13,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-06-23 15:19:56,2023-03-17 15:19:45,2023-03-12,14,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-06-30 15:19:49,2023-03-17 15:19:45,2023-03-12,15,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-07-07 15:21:18,2023-03-17 15:19:45,2023-03-12,16,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-07-14 15:20:15,2023-03-17 15:19:45,2023-03-12,17,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-07-21 15:20:12,2023-03-17 15:19:45,2023-03-12,18,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-07-28 15:20:56,2023-03-17 15:19:45,2023-03-12,19,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-08-04 15:23:23,2023-03-17 15:19:45,2023-03-12,20,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-08-11 15:22:15,2023-03-17 15:19:45,2023-03-12,21,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-08-18 15:20:20,2023-03-17 15:19:45,2023-03-12,22,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-08-25 15:20:49,2023-03-17 15:19:45,2023-03-12,23,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-09-01 15:20:16,2023-03-17 15:19:45,2023-03-12,24,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-09-08 15:20:21,2023-03-17 15:19:45,2023-03-12,25,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-09-15 15:20:23,2023-03-17 15:19:45,2023-03-12,26,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-09-22 15:20:07,2023-03-17 15:19:45,2023-03-12,27,weekly.2.49
ffd11729-f3b3-4993-acce-c41e4115df46,2023-09-29 15:20:42,2023-03-17 15:19:45,2023-03-12,28,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-10-15 15:32:39,2023-03-05 21:37:13,2023-02-26,32,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-10-15 15:32:44,2023-03-05 21:37:13,2023-02-26,32,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-03-05 21:37:13,2023-03-05 21:37:13,2023-02-26,0,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-03-12 20:36:56,2023-03-05 21:37:13,2023-02-26,1,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-03-19 20:37:50,2023-03-05 21:37:13,2023-02-26,2,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-03-26 20:36:39,2023-03-05 21:37:13,2023-02-26,3,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-04-02 20:36:47,2023-03-05 21:37:13,2023-02-26,4,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-04-09 20:37:28,2023-03-05 21:37:13,2023-02-26,5,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-04-28 1:31:53,2023-03-05 21:37:13,2023-02-26,7,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-05-04 17:34:23,2023-03-05 21:37:13,2023-02-26,8,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-05-11 17:31:40,2023-03-05 21:37:13,2023-02-26,9,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-05-18 17:33:35,2023-03-05 21:37:13,2023-02-26,10,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-05-25 17:31:51,2023-03-05 21:37:13,2023-02-26,11,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-06-20 15:12:03,2023-03-05 21:37:13,2023-02-26,15,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-07-29 2:31:49,2023-03-05 21:37:13,2023-02-26,20,weekly.2.49
ff9a70ec-9962-4378-9fab-011780499257,2023-09-07 17:32:48,2023-03-05 21:37:13,2023-02-26,26,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-03-23 4:52:54,2023-03-23 4:52:54,2023-03-19,0,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-03-30 4:53:09,2023-03-23 4:52:54,2023-03-19,1,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-04-13 4:53:48,2023-03-23 4:52:54,2023-03-19,3,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-04-20 4:54:02,2023-03-23 4:52:54,2023-03-19,4,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-04-27 4:54:00,2023-03-23 4:52:54,2023-03-19,5,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-05-04 4:52:58,2023-03-23 4:52:54,2023-03-19,6,weekly.2.49
feeca102-8532-458d-bb51-7883f3f9a761,2023-05-11 4:53:31,2023-03-23 4:52:54,2023-03-19,7,weekly.2.49
fee872ce-acb6-4c1d-ab31-c817b5867577,2023-06-05 12:22:52,2023-06-05 12:22:52,2023-06-04,0,weekly.2.49
fec8b6a1-1bfc-49af-bc87-69679149945f,2023-04-29 1:51:19,2023-04-29 1:51:19,2023-04-23,0,weekly.2.49
feb2ebc8-fbd7-46a1-bb66-faab175495c7,2023-05-03 2:56:40,2023-05-03 2:56:40,2023-04-30,0,weekly.2.49
feb2ebc8-fbd7-46a1-bb66-faab175495c7,2023-05-10 22:32:49,2023-05-03 2:56:40,2023-04-30,1,weekly.2.49
feb2ebc8-fbd7-46a1-bb66-faab175495c7,2023-05-17 2:56:52,2023-05-03 2:56:40,2023-04-30,2,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-04-29 15:33:33,2023-04-29 15:33:33,2023-04-23,0,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-05-12 15:40:42,2023-04-29 15:33:33,2023-04-23,1,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-05-13 15:35:40,2023-04-29 15:33:33,2023-04-23,2,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-05-20 15:32:50,2023-04-29 15:33:33,2023-04-23,3,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-05-27 15:33:14,2023-04-29 15:33:33,2023-04-23,4,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-06-03 15:32:43,2023-04-29 15:33:33,2023-04-23,5,weekly.2.49
fe7ab67d-d268-4775-8ba8-f2ffb42a9b2e,2023-06-17 0:32:50,2023-04-29 15:33:33,2023-04-23,7,weekly.2.49
fe5209b8-054a-4d82-b95b-dd373cc4426b,2023-04-25 6:58:55,2023-04-25 6:58:55,2023-04-23,0,weekly.2.49
fdfdd851-846b-4c19-93e5-4b40b3f2916d,2023-05-13 16:17:36,2023-05-13 16:17:36,2023-05-07,0,weekly.2.49
fdf18680-46c9-412b-86e3-530b40d30904,2023-04-16 11:49:45,2023-04-16 11:49:45,2023-04-09,0,weekly.2.49
fdf18680-46c9-412b-86e3-530b40d30904,2023-04-24 15:19:45,2023-04-16 11:49:45,2023-04-09,1,weekly.2.49
fdf18680-46c9-412b-86e3-530b40d30904,2023-04-24 21:19:48,2023-04-16 11:49:45,2023-04-09,1,weekly.2.49
fde35176-17c4-437b-81b8-81289814afad,2023-04-19 14:20:47,2023-04-19 14:20:47,2023-04-16,0,weekly.2.49
fde35176-17c4-437b-81b8-81289814afad,2023-04-26 14:19:49,2023-04-19 14:20:47,2023-04-16,1,weekly.2.49
fd4ebe1c-c9a7-47de-9159-2a9819f7058d,2023-04-18 5:49:39,2023-04-18 5:49:39,2023-04-16,0,weekly.2.49
fd47424a-25a7-47d4-9c90-09c8f7ac002b,2023-04-30 8:24:39,2023-04-30 8:24:39,2023-04-23,0,weekly.2.49
fd47424a-25a7-47d4-9c90-09c8f7ac002b,2023-05-07 8:26:55,2023-04-30 8:24:39,2023-04-23,1,weekly.2.49
fd47424a-25a7-47d4-9c90-09c8f7ac002b,2023-05-14 8:26:10,2023-04-30 8:24:39,2023-04-23,2,weekly.2.49
fd1c529d-6791-4a5b-a84f-6acadd9e1e98,2023-05-07 14:00:39,2023-05-07 14:00:39,2023-04-30,0,weekly.2.49
fd1ad4ec-4e9d-4eed-bc29-646fc4d7fa42,2023-05-23 4:05:42,2023-05-23 4:05:42,2023-05-21,0,weekly.2.49
fd1ad4ec-4e9d-4eed-bc29-646fc4d7fa42,2023-05-24 23:42:43,2023-05-23 4:05:42,2023-05-21,0,weekly.2.49
fd19ab20-1ec8-4e42-bb39-652e943c92df,2023-09-26 19:29:49,2023-07-26 3:29:33,2023-07-23,8,weekly.2.49
fd19ab20-1ec8-4e42-bb39-652e943c92df,2023-07-26 3:29:33,2023-07-26 3:29:33,2023-07-23,0,weekly.2.49
fd19ab20-1ec8-4e42-bb39-652e943c92df,2023-08-01 19:30:07,2023-07-26 3:29:33,2023-07-23,0,weekly.2.49
fd19ab20-1ec8-4e42-bb39-652e943c92df,2023-08-08 19:29:44,2023-07-26 3:29:33,2023-07-23,1,weekly.2.49
